"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
0,0,"0",47,"0",12,55019,"No",206801,"Yes","F","Bachelors","Professional",51,"Private",18110,4,"SUV","no",9085,"2","No",1,9,"Highly Urban/ Urban"
0,0,"0",42,"1",11,200928,"No",513817,"Yes","M","PhD","Manager",25,"Commercial",5600,1,"Pickup","no",4020,"1","No",2,14,"Highly Urban/ Urban"
0,0,"0",33,"1",12,92060,"Yes",0,"No","F","Bachelors","Professional",24,"Private",14010,5,"SUV","no",0,"0","No",0,10,"Highly Urban/ Urban"
0,0,"0",36,"0",11,48901,"No",210300,"Yes","M","High School","Manager",5,"Private",5100,1,"Pickup","no",3805,"3","No",0,9,"Highly Urban/ Urban"
0,0,"3",38,"3",9,38212,"Yes",160245,"No","M","Bachelors","Clerical",61,"Commercial",22320,1,"Van","yes",4326,"4","No",6,13,"Highly Rural/ Rural"
0,0,"0",36,"1",10,100095,"Yes",0,"No","F","Masters","Lawyer",15,"Private",17520,1,"SUV","no",0,"0","No",0,19,"Highly Urban/ Urban"
0,0,"0",56,"0",8,42834,"No",146455,"Yes","M","Bachelors","Blue Collar",29,"Commercial",22760,4,"Panel Truck","yes",0,"0","No",5,8,"Highly Rural/ Rural"
0,0,"0",37,"3",15,130123,"No",158840,"Yes","F","Bachelors","Blue Collar",59,"Commercial",32260,4,"Minivan","no",0,"0","No",0,7,"Highly Urban/ Urban"
0,0,"0",57,"0",13,27281,"No",198619,"Yes","F","High School","Home Maker",24,"Private",22470,4,"SUV","no",0,"0","Yes",1,1,"Highly Urban/ Urban"
0,0,"0",37,"4",11,34622,"No",188514,"Yes","M","Masters","Professional",30,"Private",20170,6,"Van","no",7875,"1","No",0,8,"Highly Urban/ Urban"
0,0,"1",38,"3",15,57925,"No",144063,"Yes","M","<High School","Blue Collar",16,"Private",30770,6,"Minivan","yes",0,"0","No",0,6,"Highly Urban/ Urban"
1,4316.98276466016,"1",39,"3",17,25846,"No",107211,"Yes","M","High School","Clerical",68,"Commercial",26850,10,"Panel Truck","yes",0,"0","No",3,7,"Highly Urban/ Urban"
0,0,"0",43,"2",13,126496,"No",158840,"Yes","M","Masters","Unknown",22,"Commercial",26980,7,"Panel Truck","yes",0,"0","No",5,16,"Highly Urban/ Urban"
1,4830.07845497788,"1",41,"1",11,182782,"Yes",0,"No","M","PhD","Unknown",36,"Commercial",23880,3,"Panel Truck","no",5639,"2","Yes",5,14,"Highly Urban/ Urban"
0,0,"0",28,"4",12,94675,"Yes",291876,"No","M","Masters","Unknown",47,"Private",10320,6,"Pickup","no",0,"0","No",3,17,"Highly Urban/ Urban"
0,0,"0",47,"0",0,0,"No",67647,"Yes","F","Bachelors","Home Maker",19,"Private",6200,9,"SUV","no",23972,"2","Yes",1,9,"Highly Urban/ Urban"
1,4205.48130396592,"0",38,"0",12,51778,"No",122423,"Yes","M","<High School","Clerical",35,"Commercial",32460,1,"Panel Truck","yes",1414,"2","No",4,1,"Highly Urban/ Urban"
1,3467.17288222071,"0",53,"0",11,27045,"No",161922,"Yes","M","Bachelors","Clerical",54,"Commercial",6800,6,"Pickup","no",6523,"3","No",4,7,"Highly Urban/ Urban"
1,4432.36799015872,"0",48,"0",11,75984,"No",0,"No","F","High School","Blue Collar",42,"Commercial",37310,1,"Sports Car","no",40386,"3","Yes",1,2,"Highly Urban/ Urban"
1,3143.35053398849,"0",48,"0",12,88745,"No",241555,"Yes","F","High School","Blue Collar",55,"Commercial",7050,1,"SUV","no",1031,"2","No",5,12,"Highly Urban/ Urban"
0,0,"0",44,"2",14,26377,"Yes",169045,"No","M","High School","Clerical",30,"Private",8540,1,"Minivan","yes",4236,"3","No",3,1,"Highly Urban/ Urban"
0,0,"0",54,"0",6,73663,"No",268990,"Yes","M","Bachelors","Professional",14,"Commercial",41310,7,"Panel Truck","no",36700,"1","Yes",3,5,"Highly Urban/ Urban"
0,0,"0",55,"0",15,87426,"No",286182,"Yes","M","Bachelors","Blue Collar",41,"Private",8410,4,"Pickup","no",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",41,"2",12,10758,"No",92197,"Yes","F","Masters","Home Maker",41,"Commercial",22210,7,"Pickup","no",0,"0","No",2,12,"Highly Urban/ Urban"
0,0,"0",57,"0",12,210811,"No",0,"No","M","Masters","Unknown",7,"Commercial",28280,1,"Panel Truck","yes",3542,"1","No",4,17,"Highly Urban/ Urban"
0,0,"0",48,"0",8,75914,"No",0,"No","F","Bachelors","Professional",51,"Private",13240,1,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",43,"0",11,90213,"No",293850,"Yes","M","PhD","Doctor",21,"Private",16210,4,"Van","yes",0,"0","No",0,8,"Highly Urban/ Urban"
0,0,"0",47,"0",11,93658,"No",303850,"Yes","M","Masters","Lawyer",37,"Private",6200,5,"Minivan","no",0,"0","No",0,15,"Highly Urban/ Urban"
0,0,"0",55,"0",11,34466,"No",152288,"No","F","High School","Clerical",32,"Private",17080,7,"Minivan","no",0,"0","No",1,1,"Highly Urban/ Urban"
0,0,"0",48,"0",10,173279,"No",0,"No","F","PhD","Doctor",27,"Private",22390,4,"Van","no",7357,"2","No",8,1,"Highly Urban/ Urban"
1,3093.09215738233,"0",41,"1",0,0,"No",65804,"Yes","F","<High School","Home Maker",31,"Private",5600,1,"SUV","no",7792,"3","No",2,1,"Highly Urban/ Urban"
1,3564.17688079762,"2",42,"3",17,28916,"No",115937,"Yes","F","<High School","Clerical",43,"Private",8300,4,"Sports Car","no",958,"1","No",4,7,"Highly Urban/ Urban"
0,0,"0",32,"2",7,51778,"Yes",466804,"No","M","PhD","Unknown",43,"Commercial",30470,10,"Panel Truck","yes",6042,"3","No",0,14,"Highly Urban/ Urban"
0,0,"0",34,"3",9,23439,"No",113409,"Yes","F","High School","Clerical",38,"Private",7240,4,"Minivan","no",0,"0","Yes",1,6,"Highly Urban/ Urban"
0,0,"0",46,"0",11,68126,"No",214584,"Yes","F","Bachelors","Professional",52,"Private",21160,1,"Minivan","no",0,"0","No",0,6,"Highly Urban/ Urban"
1,3598.80351246457,"0",50,"0",0,0,"No",0,"No","F","High School","Home Maker",37,"Private",6500,3,"Sports Car","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",43,"1",8,23921,"Yes",0,"No","F","High School","Clerical",25,"Private",14070,21,"Sports Car","no",3805,"1","No",2,1,"Highly Urban/ Urban"
0,0,"0",47,"0",11,78953,"No",233925,"Yes","M","Bachelors","Blue Collar",23,"Commercial",17410,4,"Van","yes",0,"0","No",1,8,"Highly Urban/ Urban"
0,0,"0",46,"0",10,107872,"No",324375,"Yes","F","Masters","Lawyer",35,"Private",12290,4,"Sports Car","no",4784,"3","No",3,11,"Highly Urban/ Urban"
0,0,"0",56,"0",14,13692,"No",134847,"Yes","F","High School","Home Maker",28,"Private",35620,1,"SUV","no",0,"0","No",0,9,"Highly Urban/ Urban"
0,0,"0",40,"0",12,74117,"No",252030,"Yes","F","Masters","Unknown",24,"Commercial",28620,1,"Van","no",5784,"1","No",0,8,"Highly Urban/ Urban"
0,0,"0",38,"0",11,71263,"No",193720,"Yes","F","Bachelors","Blue Collar",34,"Commercial",14980,9,"SUV","no",29447,"1","Yes",0,9,"Highly Urban/ Urban"
0,0,"1",36,"1",11,109631,"No",277683,"Yes","F","Bachelors","Blue Collar",15,"Commercial",29960,10,"Minivan","no",0,"0","No",0,12,"Highly Urban/ Urban"
0,0,"0",30,"0",10,37614,"No",165402,"Yes","M","High School","Blue Collar",75,"Commercial",16170,6,"Minivan","yes",0,"0","No",1,1,"Highly Rural/ Rural"
0,0,"0",42,"0",7,2763,"No",0,"Yes","M","High School","Student",44,"Commercial",7230,4,"Pickup","no",0,"0","No",0,9,"Highly Rural/ Rural"
0,0,"0",54,"0",7,91916,"No",266099,"Yes","F","Bachelors","Professional",42,"Private",16090,1,"SUV","no",0,"0","No",0,9,"Highly Rural/ Rural"
1,3709.91186764049,"1",39,"1",12,51778,"Yes",0,"No","M","<High School","Clerical",40,"Commercial",5400,6,"Pickup","yes",0,"0","No",4,1,"Highly Urban/ Urban"
0,0,"0",54,"0",9,94995,"No",301004,"Yes","F","PhD","Clerical",42,"Commercial",33700,7,"Minivan","yes",5172,"1","No",6,10,"Highly Rural/ Rural"
0,0,"1",36,"2",9,21873,"Yes",118100,"No","M","<High School","Clerical",27,"Private",7290,6,"Minivan","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",48,"0",5,92868,"No",256927,"Yes","F","Masters","Manager",39,"Private",15590,7,"SUV","no",0,"0","No",2,9,"Highly Urban/ Urban"
0,0,"0",53,"0",10,185291,"No",475137,"Yes","F","PhD","Manager",49,"Private",22070,17,"Pickup","no",0,"0","No",3,12,"Highly Urban/ Urban"
0,0,"0",48,"0",12,59334,"No",208034,"No","M","Bachelors","Blue Collar",50,"Private",12230,3,"Minivan","yes",0,"0","No",3,11,"Highly Urban/ Urban"
1,4083.37563134608,"0",38,"0",11,48207,"No",179539,"No","F","High School","Clerical",38,"Private",10120,3,"SUV","no",1842,"3","No",4,8,"Highly Urban/ Urban"
0,0,"0",45,"0",10,96708,"No",272829,"Yes","F","Bachelors","Blue Collar",29,"Commercial",7880,4,"SUV","no",4148,"2","No",7,9,"Highly Urban/ Urban"
0,0,"0",30,"0",0,0,"No",0,"No","F","High School","Home Maker",18,"Private",1500,10,"Sports Car","no",0,"0","No",0,7,"Highly Rural/ Rural"
0,0,"0",46,"0",10,134752,"No",0,"No","M","Masters","Unknown",30,"Commercial",29930,4,"Panel Truck","no",3722,"2","No",1,13,"Highly Urban/ Urban"
0,0,"1",45,"1",10,39032,"Yes",209556,"No","F","Bachelors","Manager",43,"Private",10520,1,"Sports Car","no",0,"0","No",1,11,"Highly Urban/ Urban"
0,0,"0",28,"2",12,56943,"Yes",0,"No","M","High School","Clerical",60,"Private",5810,6,"Minivan","no",0,"0","No",0,10,"Highly Rural/ Rural"
0,0,"0",44,"0",12,87190,"No",260524,"Yes","M","Masters","Unknown",36,"Commercial",24900,3,"Panel Truck","yes",0,"0","No",0,12,"Highly Urban/ Urban"
0,0,"0",52,"0",14,284898,"No",645241,"Yes","M","PhD","Manager",33,"Commercial",35190,3,"Panel Truck","yes",0,"0","No",0,19,"Highly Urban/ Urban"
0,0,"0",47,"0",7,28654,"No",144131,"No","M","High School","Professional",22,"Private",10990,1,"Pickup","yes",0,"0","No",2,8,"Highly Rural/ Rural"
0,0,"0",45,"1",15,91898,"No",318207,"Yes","M","Masters","Lawyer",47,"Private",16190,14,"Minivan","yes",0,"0","No",2,11,"Highly Urban/ Urban"
0,0,"2",36,"3",6,26011,"No",133863,"Yes","M","<High School","Blue Collar",41,"Private",18290,6,"Minivan","no",0,"0","Yes",0,1,"Highly Urban/ Urban"
0,0,"0",39,"0",11,107949,"No",273486,"No","F","Bachelors","Professional",49,"Private",7330,10,"SUV","no",8043,"2","No",6,11,"Highly Urban/ Urban"
0,0,"1",52,"1",12,50726,"Yes",220288,"No","M","Bachelors","Manager",12,"Private",1500,7,"Minivan","no",0,"0","No",0,10,"Highly Urban/ Urban"
0,0,"0",40,"0",11,4404,"No",0,"No","F","Masters","Home Maker",54,"Private",10400,4,"Minivan","no",21205,"2","No",1,17,"Highly Urban/ Urban"
1,4266.53607702487,"0",31,"2",7,35053,"Yes",125625,"No","M","High School","Blue Collar",28,"Commercial",12860,10,"Minivan","yes",0,"0","Yes",1,1,"Highly Urban/ Urban"
0,0,"0",38,"0",8,44575,"No",164145,"Yes","F","Bachelors","Professional",31,"Private",9760,11,"SUV","no",3787,"4","Yes",4,6,"Highly Urban/ Urban"
0,0,"0",47,"0",11,30452,"No",150468,"Yes","M","<High School","Blue Collar",34,"Commercial",21210,1,"Van","yes",0,"0","No",0,8,"Highly Urban/ Urban"
0,0,"0",39,"2",14,28846,"No",151789,"Yes","F","Bachelors","Blue Collar",16,"Private",26370,1,"SUV","no",0,"0","No",2,8,"Highly Urban/ Urban"
0,0,"0",48,"0",13,144515,"No",378420,"Yes","M","Masters","Lawyer",48,"Private",20750,10,"Minivan","no",3751,"1","No",0,21,"Highly Urban/ Urban"
0,0,"0",45,"0",11,0,"No",0,"No","M","Bachelors","Student",22,"Commercial",14510,1,"Minivan","no",0,"0","No",3,8,"Highly Rural/ Rural"
0,0,"0",41,"2",15,97679,"Yes",273142,"No","M","Bachelors","Blue Collar",22,"Commercial",12850,1,"Minivan","yes",38815,"3","No",6,1,"Highly Urban/ Urban"
0,0,"0",55,"0",12,133966,"No",342198,"Yes","F","PhD","Lawyer",8,"Private",29170,6,"SUV","no",34507,"2","Yes",0,13,"Highly Urban/ Urban"
0,0,"0",63,"0",17,86078,"No",319488,"Yes","F","Bachelors","Professional",13,"Private",20960,4,"Sports Car","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",49,"0",12,24513,"No",148422,"Yes","M","<High School","Blue Collar",27,"Private",8850,1,"Minivan","yes",1263,"1","No",1,1,"Highly Urban/ Urban"
0,0,"0",46,"0",12,103455,"No",286457,"No","M","Masters","Lawyer",21,"Private",13050,1,"Minivan","yes",0,"0","No",0,7,"Highly Urban/ Urban"
0,0,"0",45,"0",11,19599,"No",134906,"No","F","Bachelors","Home Maker",43,"Private",10740,6,"Minivan","no",0,"0","No",2,1,"Highly Rural/ Rural"
0,0,"0",46,"0",9,107006,"No",342272,"Yes","M","Masters","Manager",7,"Private",16800,16,"Van","yes",0,"0","No",4,15,"Highly Urban/ Urban"
1,3774.8299770539,"0",53,"0",13,80023,"No",246532,"Yes","F","Bachelors","Blue Collar",58,"Commercial",20990,4,"Sports Car","no",29379,"2","Yes",5,9,"Highly Urban/ Urban"
0,0,"0",35,"0",10,57241,"No",0,"No","M","<High School","Clerical",36,"Private",11050,4,"Minivan","yes",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",35,"0",11,122150,"No",158840,"Yes","F","Masters","Lawyer",41,"Private",26820,4,"SUV","no",0,"0","No",2,12,"Highly Urban/ Urban"
1,3926.79232346533,"2",56,"2",17,28088,"Yes",154530,"No","M","Bachelors","Clerical",46,"Private",9910,1,"Minivan","yes",1157,"1","No",3,1,"Highly Urban/ Urban"
0,0,"0",40,"0",11,49978,"No",240143,"Yes","M","Masters","Unknown",40,"Commercial",21160,3,"Van","yes",0,"0","No",2,15,"Highly Urban/ Urban"
0,0,"0",51,"0",5,94454,"No",0,"No","M","Bachelors","Professional",30,"Private",14370,3,"Minivan","no",5399,"1","No",0,9,"Highly Urban/ Urban"
0,0,"0",48,"0",0,0,"No",0,"No","F","<High School","Student",5,"Private",9060,1,"SUV","no",0,"0","No",2,1,"Highly Urban/ Urban"
0,0,"0",37,"2",13,31725,"No",148396,"Yes","F","Masters","Lawyer",32,"Private",10860,4,"SUV","no",3810,"3","No",3,22,"Highly Urban/ Urban"
0,0,"1",37,"2",10,30843,"No",132741,"Yes","F","High School","Clerical",33,"Private",8280,6,"Sports Car","no",0,"0","No",1,8,"Highly Urban/ Urban"
0,0,"0",39,"0",13,18274,"No",0,"No","F","High School","Clerical",11,"Private",7230,6,"SUV","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",39,"0",10,31131,"No",0,"No","M","High School","Clerical",30,"Private",8510,6,"Minivan","yes",37066,"2","Yes",5,13,"Highly Urban/ Urban"
0,0,"0",37,"4",0,51778,"No",55527,"Yes","F","High School","Home Maker",5,"Private",5700,1,"Sports Car","no",4865,"1","No",6,7,"Highly Urban/ Urban"
1,4168.70973873086,"0",50,"0",12,26748,"No",158840,"No","M","<High School","Blue Collar",25,"Private",9170,1,"Pickup","no",25089,"2","Yes",1,6,"Highly Urban/ Urban"
0,0,"1",57,"1",13,53227,"No",204309,"Yes","F","Bachelors","Professional",41,"Private",34950,6,"Minivan","no",0,"0","No",0,11,"Highly Urban/ Urban"
0,0,"0",45,"0",11,55848,"No",216312,"Yes","M","Bachelors","Clerical",51,"Commercial",11580,6,"Pickup","yes",0,"0","No",1,7,"Highly Urban/ Urban"
1,3682.76979131215,"0",55,"0",0,0,"No",0,"No","F","PhD","Home Maker",36,"Private",2950,4,"SUV","no",0,"0","No",0,12,"Highly Urban/ Urban"
0,0,"0",63,"0",14,51046,"No",192050,"Yes","F","PhD","Doctor",18,"Private",7800,1,"Sports Car","no",14357,"3","No",5,1,"Highly Urban/ Urban"
0,0,"0",47,"0",10,51778,"No",177502,"Yes","M","High School","Clerical",8,"Private",9640,10,"Pickup","no",0,"0","No",1,8,"Highly Urban/ Urban"
0,0,"0",44,"0",12,46781,"No",0,"No","F","Bachelors","Professional",29,"Private",17960,11,"SUV","no",6545,"1","No",5,15,"Highly Urban/ Urban"
1,3471.53028490794,"1",54,"1",0,0,"No",0,"Yes","F","Bachelors","Student",37,"Private",10600,1,"Sports Car","no",5493,"3","No",1,8,"Highly Urban/ Urban"
0,0,"1",43,"3",11,28021,"Yes",0,"No","M","High School","Clerical",31,"Private",16010,4,"Minivan","no",0,"0","No",1,9,"Highly Rural/ Rural"
0,0,"0",49,"0",11,23711,"No",0,"No","F","High School","Clerical",25,"Private",8770,7,"Sports Car","no",0,"0","No",0,1,"Highly Rural/ Rural"
0,0,"0",39,"0",13,49194,"No",126703,"Yes","M","High School","Manager",34,"Commercial",24060,10,"Panel Truck","yes",0,"0","No",0,7,"Highly Urban/ Urban"
0,0,"0",58,"0",12,61265,"No",208445,"Yes","F","Masters","Lawyer",49,"Private",3230,10,"SUV","no",0,"0","No",2,9,"Highly Urban/ Urban"
0,0,"0",41,"3",15,51778,"No",177209,"Yes","F","High School","Professional",38,"Private",19580,3,"Minivan","no",0,"0","No",3,6,"Highly Urban/ Urban"
0,0,"0",40,"0",13,84506,"No",251400,"Yes","F","Masters","Lawyer",32,"Private",19100,6,"Minivan","no",0,"0","Yes",5,15,"Highly Urban/ Urban"
0,0,"0",39,"0",13,51091,"No",185506,"Yes","M","Masters","Lawyer",37,"Private",15450,1,"Minivan","no",0,"0","No",0,17,"Highly Urban/ Urban"
0,0,"0",43,"0",12,94641,"No",299424,"Yes","F","Masters","Lawyer",52,"Private",21400,6,"SUV","no",11095,"1","No",0,19,"Highly Urban/ Urban"
0,0,"0",51,"0",17,48263,"No",200023,"Yes","F","High School","Professional",39,"Private",24450,1,"Minivan","no",0,"0","No",0,10,"Highly Urban/ Urban"
1,4017.74078498004,"0",39,"0",14,28830,"No",0,"No","M","<High School","Clerical",50,"Commercial",18930,1,"Van","yes",0,"0","Yes",5,1,"Highly Urban/ Urban"
1,4082.31750775942,"0",23,"5",14,11666,"No",109363,"Yes","F","<High School","Clerical",26,"Private",5080,6,"Sports Car","no",0,"0","No",4,1,"Highly Urban/ Urban"
1,4203.4786896057,"0",50,"0",13,62626,"No",0,"No","F","High School","Blue Collar",36,"Commercial",13790,6,"SUV","no",0,"0","No",1,10,"Highly Urban/ Urban"
0,0,"0",40,"0",14,93249,"No",293000,"No","F","Masters","Lawyer",35,"Private",27270,7,"Minivan","no",0,"0","No",0,14,"Highly Urban/ Urban"
0,0,"0",45,"0",14,49116,"No",213351,"No","F","High School","Clerical",41,"Private",18510,6,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
1,4657.58684826468,"0",30,"2",14,51778,"Yes",0,"No","M","Masters","Unknown",52,"Commercial",19340,6,"Van","yes",32990,"2","Yes",0,17,"Highly Urban/ Urban"
0,0,"0",54,"0",10,46624,"No",212273,"No","M","Masters","Lawyer",40,"Private",18990,13,"Van","no",0,"0","No",0,13,"Highly Urban/ Urban"
0,0,"0",53,"0",12,116419,"No",356989,"No","M","PhD","Unknown",5,"Commercial",27300,4,"Panel Truck","no",1404,"2","No",4,12,"Highly Urban/ Urban"
1,4893.81869347606,"2",45,"3",17,51778,"Yes",0,"No","F","Masters","Lawyer",64,"Private",19550,10,"SUV","no",0,"0","No",5,14,"Highly Urban/ Urban"
0,0,"0",29,"1",14,15936,"No",158840,"Yes","F","<High School","Student",28,"Private",29510,4,"Pickup","no",6111,"2","No",0,1,"Highly Urban/ Urban"
0,0,"0",29,"2",14,45299,"No",148600,"Yes","F","High School","Blue Collar",11,"Commercial",21330,4,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",48,"0",12,49711,"No",0,"No","F","High School","Professional",5,"Private",11270,7,"SUV","no",0,"0","No",0,7,"Highly Urban/ Urban"
0,0,"0",45,"1",12,212914,"Yes",553525,"No","M","PhD","Doctor",24,"Private",14830,1,"Minivan","yes",25614,"2","Yes",4,20,"Highly Urban/ Urban"
0,0,"0",57,"0",11,114830,"No",0,"No","M","PhD","Unknown",26,"Commercial",26900,4,"Panel Truck","no",28321,"2","No",0,13,"Highly Urban/ Urban"
0,0,"0",35,"1",12,15234,"No",115903,"Yes","F","<High School","Clerical",6,"Private",6520,20,"Sports Car","no",7535,"2","No",5,4,"Highly Urban/ Urban"
0,0,"0",34,"0",9,31052,"No",116137,"Yes","F","High School","Clerical",63,"Private",13700,5,"SUV","no",0,"0","No",2,7,"Highly Urban/ Urban"
1,3452.94509994498,"0",50,"0",11,0,"No",90196,"Yes","F","Bachelors","Student",31,"Commercial",6500,13,"SUV","no",9098,"1","No",2,7,"Highly Urban/ Urban"
1,3511.40830786517,"1",57,"1",14,41645,"No",160772,"Yes","M","High School","Professional",23,"Commercial",7200,4,"Pickup","yes",5040,"2","No",0,5,"Highly Urban/ Urban"
0,0,"0",54,"0",13,77864,"No",299542,"Yes","M","Bachelors","Blue Collar",72,"Commercial",26930,1,"Minivan","yes",0,"0","No",0,13,"Highly Rural/ Rural"
0,0,"0",65,"0",15,22481,"No",127617,"Yes","F","High School","Clerical",14,"Private",11340,9,"Sports Car","no",33075,"1","Yes",0,1,"Highly Urban/ Urban"
1,3564.80426966326,"0",44,"0",11,62346,"No",0,"No","M","Masters","Professional",42,"Private",5900,1,"Pickup","yes",0,"0","Yes",0,18,"Highly Urban/ Urban"
1,3251.89493864905,"0",52,"0",11,81849,"No",273961,"Yes","F","High School","Blue Collar",56,"Commercial",6700,1,"SUV","no",4235,"3","No",6,1,"Highly Urban/ Urban"
0,0,"1",62,"1",2,54776,"No",237217,"Yes","F","Masters","Lawyer",16,"Private",15770,4,"Sports Car","no",11035,"1","No",6,14,"Highly Urban/ Urban"
0,0,"0",46,"0",9,19814,"No",0,"Yes","M","High School","Student",14,"Private",7310,7,"Pickup","yes",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",38,"1",0,0,"No",0,"Yes","F","<High School","Student",17,"Private",5850,6,"SUV","no",5090,"1","No",6,8,"Highly Rural/ Rural"
0,0,"0",38,"0",4,22036,"No",158037,"Yes","M","High School","Clerical",32,"Commercial",7500,6,"Pickup","yes",9416,"1","No",2,8,"Highly Urban/ Urban"
0,0,"2",44,"2",13,155897,"Yes",398191,"No","F","Masters","Lawyer",84,"Private",33800,4,"Minivan","no",0,"0","No",1,12,"Highly Rural/ Rural"
0,0,"1",37,"1",7,17589,"No",132645,"Yes","F","<High School","Clerical",51,"Private",9370,6,"SUV","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",57,"0",12,68350,"No",222894,"Yes","M","Bachelors","Blue Collar",15,"Commercial",18700,8,"Van","no",2757,"1","No",1,11,"Highly Urban/ Urban"
0,0,"0",45,"2",15,39196,"Yes",0,"No","F","High School","Professional",25,"Private",17300,14,"Sports Car","no",7410,"3","No",3,1,"Highly Urban/ Urban"
0,0,"0",53,"0",6,59144,"No",205862,"Yes","M","PhD","Manager",24,"Private",14870,3,"Minivan","no",0,"0","Yes",0,13,"Highly Urban/ Urban"
0,0,"0",42,"1",7,139335,"Yes",0,"No","F","PhD","Manager",29,"Private",3470,10,"SUV","no",9828,"1","No",5,14,"Highly Urban/ Urban"
0,0,"0",46,"0",11,45372,"No",236719,"Yes","M","High School","Blue Collar",24,"Commercial",22790,4,"Panel Truck","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"0",49,"0",0,0,"No",0,"No","F","Bachelors","Home Maker",23,"Private",6400,6,"Sports Car","no",0,"0","No",1,8,"Highly Rural/ Rural"
0,0,"0",50,"0",14,40447,"No",192990,"Yes","M","High School","Blue Collar",19,"Commercial",5540,7,"Pickup","no",0,"0","No",0,1,"Highly Urban/ Urban"
0,0,"1",44,"2",2,68081,"Yes",221459,"No","F","Masters","Manager",32,"Private",25040,6,"Sports Car","no",47837,"1","Yes",6,18,"Highly Urban/ Urban"
0,0,"0",41,"1",14,2346,"Yes",0,"No","F","<High School","Student",13,"Private",5830,11,"Sports Car","no",8521,"2","No",0,6,"Highly Urban/ Urban"
0,0,"0",42,"0",0,0,"No",0,"Yes","M","Bachelors","Student",13,"Commercial",5700,10,"Pickup","no",0,"0","No",5,1,"Highly Urban/ Urban"
